Tag Counts:
Tag,Count
Untagged,3977
email,15
sv_P1,4
sv_P4,1
sv_P5,1
sv_P3,1
sv_P2,1

Port/Protocol Combination Counts:
Port,Protocol,Count
20079,icmp,1
27122,icmp,1
39417,icmp,1
16486,tcp,1
15806,icmp,1
45574,tcp,1
42101,udp,1
55190,icmp,1
58322,udp,1
32452,udp,1
33593,tcp,1
3406,tcp,1
49483,icmp,1
28748,icmp,1
63430,udp,1
60068,tcp,1
44950,udp,1
38117,icmp,1
18901,icmp,1
47257,icmp,1
11564,tcp,1
34717,tcp,1
50065,icmp,1
56339,tcp,1
37534,tcp,1
29889,udp,1
19614,udp,1
329,tcp,1
62754,udp,1
19992,tcp,1
3447,udp,1
12838,tcp,1
5699,icmp,1
41896,udp,1
40008,tcp,1
22705,tcp,1
34989,udp,1
6482,udp,1
24890,tcp,1
3718,icmp,1
59689,tcp,1
25509,tcp,1
52788,tcp,1
14539,udp,1
54759,udp,1
51043,icmp,1
39897,tcp,1
51315,icmp,1
16192,icmp,1
14234,udp,1
43468,tcp,1
22612,udp,1
30997,tcp,1
50480,tcp,1
13980,icmp,1
9913,icmp,1
44877,udp,1
34037,icmp,1
9242,icmp,1
10697,icmp,1
32697,tcp,1
40396,icmp,1
46700,tcp,1
1593,icmp,1
60856,tcp,1
1046,icmp,1
4940,icmp,1
63260,tcp,1
61812,udp,1
12558,udp,1
56759,icmp,1
21634,icmp,1
27115,tcp,1
5795,udp,1
50303,udp,1
49212,udp,1
62589,tcp,1
33500,icmp,1
8115,udp,1
36766,tcp,1
15110,icmp,1
62456,udp,1
42412,udp,1
53,udp,1
9928,udp,1
27203,tcp,1
59526,tcp,1
42491,tcp,1
34025,udp,1
61243,udp,1
15638,icmp,1
5497,tcp,1
39406,icmp,1
21746,tcp,1
31256,udp,1
55643,tcp,1
9625,tcp,1
25817,tcp,1
21414,udp,1
18546,udp,1
47385,udp,1
44412,icmp,1
28510,udp,1
58926,udp,1
14951,udp,1
30274,tcp,1
47461,udp,1
61667,tcp,1
24395,udp,1
8819,tcp,1
42194,icmp,1
57319,udp,1
55277,udp,1
12787,tcp,1
19498,udp,1
41362,udp,1
59180,tcp,1
29018,udp,1
64611,icmp,1
34032,tcp,1
64005,icmp,1
56637,tcp,1
4653,udp,1
46010,udp,1
27114,udp,1
53845,tcp,1
62676,tcp,1
18091,udp,1
39934,tcp,1
27917,icmp,1
48422,icmp,1
16481,icmp,1
48597,icmp,1
53492,tcp,1
54577,udp,1
17111,tcp,1
38445,udp,1
8386,tcp,1
60044,tcp,1
44799,tcp,1
62287,udp,1
17929,tcp,1
6420,udp,1
44537,tcp,1
29315,icmp,1
17921,icmp,1
30403,icmp,1
1451,udp,1
26972,icmp,1
9004,udp,1
36960,udp,1
58428,icmp,1
6359,tcp,1
21928,udp,1
16874,udp,1
65203,udp,1
10413,udp,1
50873,udp,1
42245,icmp,1
59338,tcp,1
45597,tcp,1
24943,tcp,1
62371,tcp,1
39846,tcp,1
49580,udp,1
37158,icmp,1
7047,tcp,1
15982,tcp,1
61611,tcp,1
47308,tcp,1
19757,udp,1
13060,udp,1
57430,icmp,1
7629,icmp,1
506,tcp,1
23836,icmp,1
1372,tcp,1
52149,udp,1
52869,tcp,1
22142,icmp,1
49089,icmp,1
8080,udp,1
42383,tcp,1
23392,udp,1
40289,udp,1
7441,udp,1
28412,tcp,1
37902,tcp,1
7496,tcp,1
26406,tcp,1
34425,icmp,1
62932,icmp,1
50536,icmp,1
502,icmp,1
40864,udp,1
63683,udp,1
39303,udp,1
58513,udp,1
57586,tcp,1
24993,tcp,1
62891,icmp,1
18298,udp,1
44552,tcp,1
32285,udp,1
11082,tcp,1
56375,icmp,1
49965,udp,1
32572,icmp,1
18997,icmp,1
34422,udp,1
48975,icmp,1
22637,udp,1
32771,icmp,1
42667,tcp,1
23202,udp,1
8518,udp,1
19760,icmp,1
53105,udp,1
54257,tcp,1
20088,udp,1
58277,icmp,1
2817,tcp,1
59183,tcp,1
51065,icmp,1
21251,udp,1
53537,tcp,1
41833,udp,1
31617,udp,1
31635,udp,1
21538,tcp,1
58449,icmp,1
5022,udp,1
55175,tcp,1
37822,icmp,1
51246,udp,1
44376,udp,1
60647,icmp,1
8062,icmp,1
31448,icmp,1
41914,icmp,1
13673,udp,1
14346,udp,1
31269,icmp,1
50674,udp,1
45339,tcp,1
56299,tcp,1
27638,tcp,1
24780,udp,1
61702,icmp,1
3551,udp,1
33325,udp,1
58195,udp,1
2538,tcp,1
44581,udp,1
11924,tcp,1
3320,udp,1
48435,tcp,1
7999,tcp,1
6897,udp,1
43318,icmp,1
35867,tcp,1
51401,icmp,1
63253,udp,1
47110,udp,1
11789,udp,1
26359,icmp,1
14719,udp,1
5114,tcp,1
25169,icmp,1
60156,icmp,1
46512,tcp,1
3695,udp,1
64590,tcp,1
26770,tcp,1
13447,udp,1
9683,udp,1
62253,udp,1
39482,udp,1
1955,icmp,1
8329,udp,1
8981,icmp,1
18341,tcp,1
55890,icmp,1
20003,tcp,1
47114,icmp,1
16057,tcp,1
56585,tcp,1
32530,udp,1
32136,tcp,1
53034,udp,1
29296,udp,1
9808,udp,1
44257,udp,1
10456,udp,1
7210,udp,1
23591,udp,1
36607,udp,1
64811,udp,1
17054,udp,1
8785,udp,1
40486,tcp,1
19283,tcp,1
54505,tcp,1
54536,udp,1
29394,icmp,1
22442,tcp,1
6734,tcp,1
37157,tcp,1
3912,tcp,1
15045,udp,1
53682,udp,1
51338,tcp,1
20076,udp,1
43439,tcp,1
31798,tcp,1
45996,tcp,1
30763,icmp,1
26140,udp,1
52403,udp,1
33897,udp,1
14318,tcp,1
53698,udp,1
4436,udp,1
2282,icmp,1
55619,tcp,1
47702,tcp,1
33778,udp,1
48300,tcp,1
54455,tcp,1
31376,icmp,1
65154,icmp,1
64118,udp,1
5429,tcp,1
4218,tcp,1
41373,udp,1
61295,tcp,1
24956,icmp,1
26508,udp,1
43221,icmp,1
1555,tcp,1
10778,tcp,1
47133,udp,1
5544,icmp,1
43050,tcp,1
15670,udp,1
35988,icmp,1
16495,tcp,1
52434,icmp,1
12963,tcp,1
53019,icmp,1
296,tcp,1
3627,tcp,1
17372,udp,1
36532,icmp,1
32011,icmp,1
48362,tcp,1
56274,udp,1
60353,tcp,1
51798,icmp,1
16830,tcp,1
56992,udp,1
32560,udp,1
47312,tcp,1
51057,tcp,1
10440,icmp,1
5342,icmp,1
46258,tcp,1
27689,tcp,1
27755,tcp,1
54899,icmp,1
52352,tcp,1
50193,icmp,1
53205,udp,1
44704,tcp,1
57824,tcp,1
59677,udp,1
57434,icmp,1
4915,udp,1
64650,tcp,1
8836,tcp,1
50390,tcp,1
39495,tcp,1
51058,udp,1
5185,icmp,1
30499,udp,1
56151,tcp,1
39725,udp,1
34878,udp,1
20189,icmp,1
49289,tcp,1
5906,icmp,1
63144,udp,1
28772,tcp,1
6948,icmp,2
14164,icmp,1
50010,udp,2
40980,tcp,1
29548,udp,1
31409,udp,2
21923,udp,1
33244,tcp,1
11820,icmp,2
38672,udp,1
35994,icmp,1
57490,tcp,1
11349,icmp,1
55183,icmp,1
26524,tcp,1
3027,tcp,1
65074,tcp,1
47284,tcp,1
41821,udp,1
51292,icmp,1
43462,udp,1
678,icmp,1
38818,tcp,1
10895,icmp,1
57902,tcp,1
61357,udp,1
442,tcp,1
40262,icmp,1
37141,tcp,1
23052,icmp,1
55433,tcp,1
11648,icmp,1
52044,udp,1
48488,udp,1
62157,icmp,1
54498,udp,1
18063,tcp,1
4901,icmp,1
29379,tcp,1
15979,icmp,1
13606,icmp,1
33199,icmp,2
21969,icmp,1
20992,icmp,1
62051,icmp,1
46313,tcp,1
45383,udp,1
6833,icmp,1
48709,icmp,1
59355,udp,1
46018,udp,1
14238,icmp,1
37822,tcp,1
50194,icmp,1
7438,tcp,1
39249,udp,1
32540,icmp,1
40988,icmp,1
64299,udp,1
2854,tcp,1
63656,udp,1
57387,icmp,1
61665,udp,1
9431,tcp,1
34128,udp,1
3241,tcp,1
10459,udp,1
64301,icmp,1
49888,tcp,1
13176,tcp,1
24709,tcp,1
65518,udp,1
20727,tcp,1
11304,tcp,1
33199,tcp,1
219,udp,1
14516,tcp,1
10092,icmp,1
52888,tcp,1
7130,tcp,1
51286,udp,1
26406,icmp,1
44146,udp,1
45852,udp,1
490,udp,1
28236,icmp,1
4524,udp,1
30177,udp,1
36790,icmp,1
47467,tcp,1
56004,icmp,1
38593,tcp,1
21850,icmp,1
60838,tcp,1
43110,tcp,1
6119,udp,1
57139,udp,1
6621,udp,1
47842,udp,1
57964,udp,1
32010,tcp,1
13754,udp,1
50261,tcp,1
40251,tcp,1
64828,udp,1
28155,udp,1
31210,tcp,1
20744,udp,1
8718,tcp,1
31584,udp,1
53973,tcp,1
36854,tcp,1
22458,udp,1
48149,icmp,1
21655,icmp,1
10467,tcp,1
65477,icmp,1
60610,icmp,1
23709,udp,1
47867,icmp,1
5123,icmp,1
28353,udp,1
51712,udp,1
62901,icmp,1
61016,tcp,1
40830,tcp,1
52814,tcp,1
8087,tcp,1
49847,udp,1
58508,icmp,1
27160,udp,1
61661,tcp,1
56136,tcp,1
85,udp,1
62012,tcp,1
50772,tcp,1
30863,tcp,1
5666,udp,1
62164,icmp,1
56764,icmp,1
57288,udp,1
6282,icmp,1
15559,udp,1
7976,udp,1
51902,udp,1
26432,icmp,1
59644,tcp,1
14505,icmp,1
29556,tcp,1
24451,tcp,1
61766,tcp,1
19064,tcp,1
17271,tcp,1
14607,tcp,1
4187,tcp,1
64268,icmp,1
63203,tcp,1
61155,udp,1
55583,udp,1
29563,udp,1
4553,icmp,1
57820,udp,1
27073,icmp,1
44232,tcp,1
39625,icmp,1
24501,tcp,2
3310,icmp,1
38080,tcp,1
34750,icmp,1
13576,icmp,1
26990,icmp,1
57339,icmp,1
47548,udp,1
16939,udp,1
54983,udp,1
64647,icmp,1
26308,icmp,1
38899,icmp,1
49924,udp,1
8980,icmp,1
26593,tcp,1
3460,udp,1
34861,tcp,1
24573,udp,1
2944,udp,1
5214,udp,1
55996,udp,1
30415,tcp,1
37874,tcp,1
46217,icmp,1
18426,icmp,1
56687,udp,1
36882,tcp,1
18010,tcp,1
48317,icmp,1
42516,tcp,1
1355,udp,1
17248,udp,1
22972,tcp,1
38326,icmp,1
40611,udp,1
33807,tcp,1
23495,udp,1
22650,tcp,1
56015,tcp,1
18611,icmp,1
14953,udp,1
11206,icmp,1
49101,udp,1
45226,udp,1
4771,tcp,1
16350,icmp,1
49909,udp,1
22225,icmp,1
39445,tcp,1
18892,udp,1
49833,udp,1
7980,udp,1
61016,icmp,1
21818,icmp,1
7771,udp,1
55860,tcp,1
35771,tcp,1
43549,icmp,1
47510,tcp,1
55331,icmp,1
44649,tcp,1
27779,tcp,1
51342,tcp,1
7886,tcp,1
2487,udp,1
43208,tcp,1
1994,udp,1
5407,tcp,1
43808,icmp,1
5521,udp,1
58872,tcp,1
37349,icmp,1
56038,icmp,1
5029,tcp,1
779,udp,1
33615,icmp,1
36081,icmp,1
43414,udp,1
19586,icmp,1
9428,tcp,1
60023,icmp,1
48249,icmp,1
58976,tcp,1
23059,tcp,1
63964,icmp,1
57782,icmp,1
52336,icmp,1
54984,tcp,1
36231,udp,1
39879,tcp,1
50997,icmp,1
19624,tcp,1
46713,icmp,1
56986,icmp,1
4519,icmp,1
51375,udp,1
42997,icmp,1
34536,tcp,1
6747,icmp,1
38145,tcp,1
22260,tcp,1
31422,tcp,1
17711,icmp,1
42522,tcp,1
31172,icmp,1
11395,icmp,1
38813,tcp,1
39930,icmp,1
41064,udp,1
62194,udp,1
40548,udp,1
27152,udp,1
39550,icmp,1
39422,tcp,1
61192,udp,1
29402,tcp,1
47338,icmp,1
58559,icmp,1
64676,tcp,1
4169,tcp,1
3489,tcp,1
24676,icmp,1
41522,udp,1
39037,icmp,1
2276,udp,1
43126,icmp,1
56920,udp,1
31646,icmp,1
35426,tcp,1
26189,tcp,2
44091,icmp,1
28220,tcp,1
24995,udp,1
60325,udp,1
10409,icmp,1
35768,udp,1
16752,udp,1
44586,tcp,1
9857,icmp,1
4751,tcp,1
27127,tcp,1
13580,icmp,1
18275,udp,1
2996,icmp,1
24629,icmp,1
62441,tcp,1
41725,udp,1
17987,tcp,1
15506,udp,1
56596,udp,1
56437,icmp,1
20589,icmp,1
31453,tcp,1
54209,udp,1
15902,tcp,1
53708,tcp,1
55646,udp,1
34746,udp,1
46632,tcp,1
56231,udp,1
9324,udp,1
50099,icmp,1
39309,udp,1
61265,icmp,1
3827,tcp,1
53772,tcp,1
33350,udp,1
24106,udp,1
54639,udp,1
50762,udp,1
59283,tcp,1
36990,tcp,1
28919,udp,1
20541,udp,1
61528,udp,1
33933,tcp,1
2536,udp,1
830,icmp,1
27788,icmp,1
27899,tcp,2
65210,icmp,1
64720,udp,1
17934,tcp,1
58376,icmp,1
33826,icmp,1
50883,icmp,1
50932,udp,1
65406,tcp,1
11104,icmp,1
19887,udp,1
41918,icmp,1
24925,udp,1
14879,udp,1
24218,tcp,1
55140,icmp,1
10235,udp,1
11643,tcp,1
31964,udp,1
19555,udp,1
30402,udp,1
28314,udp,1
20928,icmp,1
32078,udp,1
17097,icmp,1
19337,tcp,1
16528,udp,1
60037,icmp,1
50964,tcp,1
38752,icmp,1
37299,udp,1
36742,icmp,1
27718,tcp,1
1571,icmp,1
59202,udp,1
35252,icmp,1
55893,icmp,1
24738,icmp,1
39437,udp,1
59172,udp,1
53259,udp,1
12841,udp,1
26288,udp,1
10399,tcp,1
38564,udp,1
38792,udp,1
45154,udp,1
59282,udp,1
51875,udp,1
23503,icmp,1
55096,udp,1
55234,tcp,1
16089,icmp,1
805,udp,1
39332,icmp,1
22218,udp,1
25783,icmp,1
19922,tcp,1
3403,icmp,1
26051,icmp,1
13180,udp,1
17149,tcp,1
19546,tcp,1
9838,tcp,1
54532,udp,1
18206,udp,1
50059,tcp,1
37020,tcp,2
42382,udp,1
30205,tcp,1
34739,tcp,1
12694,icmp,1
18878,icmp,1
23318,udp,1
44943,tcp,1
41108,icmp,1
5446,udp,1
36417,tcp,1
54031,icmp,1
48099,tcp,1
13893,udp,1
5893,udp,1
8860,udp,1
65382,tcp,1
19980,icmp,1
50003,udp,1
34604,udp,1
9399,icmp,1
14180,icmp,2
2680,udp,1
40828,tcp,1
20765,icmp,1
7260,udp,1
47806,icmp,1
3478,udp,1
5010,tcp,1
13434,tcp,1
26047,udp,1
2625,tcp,1
14123,icmp,1
30830,icmp,1
36889,icmp,1
46372,tcp,1
3094,tcp,1
1750,icmp,1
41730,icmp,1
15641,icmp,1
46363,icmp,1
5811,udp,1
14640,tcp,1
58156,icmp,1
26736,icmp,1
7306,udp,1
4091,icmp,1
32520,tcp,2
48270,udp,1
25764,tcp,1
16651,icmp,1
39936,tcp,1
260,udp,1
65042,udp,1
33833,udp,1
34263,udp,1
26983,tcp,1
1299,icmp,1
5009,udp,1
20050,udp,1
36583,udp,1
52853,tcp,1
47875,udp,1
60790,icmp,1
63397,icmp,1
63917,icmp,1
3199,tcp,1
6254,icmp,1
62554,udp,1
28055,tcp,1
64164,tcp,1
53055,udp,1
1209,icmp,1
13657,udp,1
14171,tcp,1
51886,icmp,1
15767,tcp,1
36444,icmp,1
10223,tcp,1
15267,udp,1
41612,tcp,1
41909,udp,1
20525,udp,1
49231,icmp,1
46366,icmp,1
33415,icmp,1
41815,icmp,1
12779,udp,1
42542,udp,1
34317,tcp,1
19859,udp,1
16201,icmp,1
460,icmp,1
38144,tcp,1
49387,icmp,1
36783,tcp,1
5370,icmp,1
12719,icmp,1
50667,udp,1
53343,icmp,1
61195,icmp,1
28466,udp,1
41209,icmp,1
44925,icmp,1
62348,icmp,1
63332,icmp,1
55405,icmp,1
58785,icmp,1
10407,tcp,1
27458,tcp,1
34311,icmp,1
56533,udp,1
55489,tcp,1
339,udp,1
26299,tcp,1
14539,icmp,1
28655,icmp,1
24498,udp,1
36887,tcp,1
42777,icmp,1
64947,icmp,1
26831,tcp,1
52243,tcp,1
40008,icmp,1
26973,icmp,1
47002,tcp,1
64212,udp,1
10659,udp,1
1150,udp,1
23671,icmp,1
56258,tcp,1
40303,icmp,1
39751,udp,1
15769,icmp,1
35372,udp,1
63407,icmp,1
17725,udp,1
26648,icmp,1
26700,tcp,1
17914,icmp,1
45939,tcp,1
16315,icmp,1
3033,icmp,1
34941,tcp,1
16398,icmp,1
39196,udp,1
35133,icmp,1
39508,udp,1
25672,udp,1
21722,udp,1
13839,udp,1
13554,icmp,1
16433,tcp,1
6108,tcp,1
27288,tcp,1
52097,icmp,1
22456,icmp,1
1654,tcp,1
19282,udp,1
27730,udp,1
31451,udp,1
49629,tcp,1
1401,icmp,1
52524,udp,1
41292,udp,1
4041,udp,1
32214,udp,1
41925,udp,1
46607,udp,1
2564,udp,1
31756,tcp,1
51748,udp,1
33920,udp,1
49006,icmp,1
28567,icmp,1
5815,tcp,1
8379,udp,1
12548,udp,1
40512,tcp,1
29738,udp,1
58853,tcp,1
58346,udp,1
63539,udp,1
10380,tcp,1
34045,tcp,1
31905,udp,1
54641,tcp,1
60305,udp,1
28582,udp,1
44549,tcp,1
19270,udp,1
33200,icmp,1
2552,icmp,1
59901,icmp,1
42383,icmp,1
57073,tcp,1
2305,udp,1
19086,udp,1
9578,icmp,1
29326,tcp,1
33251,icmp,1
56591,udp,1
24972,icmp,1
47647,tcp,1
34652,icmp,1
16284,tcp,1
57447,udp,1
6017,tcp,1
57952,icmp,1
26184,udp,1
55768,udp,1
56837,icmp,1
23636,tcp,1
3477,udp,1
47775,tcp,1
34340,udp,1
29449,udp,1
12084,udp,2
38985,tcp,1
2206,tcp,1
44045,icmp,1
971,udp,1
50371,icmp,1
22739,icmp,1
39668,udp,1
57487,tcp,1
64025,udp,1
24270,tcp,1
56650,icmp,1
30354,udp,1
25619,udp,1
17866,tcp,1
38569,udp,1
13977,tcp,1
11812,tcp,1
33057,icmp,1
20221,icmp,1
42844,icmp,1
7302,tcp,1
18444,udp,1
32815,tcp,1
55411,udp,1
19248,udp,1
23328,udp,1
42540,icmp,1
40510,tcp,1
44107,udp,1
56671,udp,1
11421,udp,1
8984,icmp,1
61751,tcp,1
61719,udp,1
83,udp,1
12211,tcp,1
15803,icmp,1
63326,udp,1
46323,udp,1
16566,tcp,1
41152,tcp,1
45135,udp,1
27543,tcp,1
50493,icmp,1
28455,icmp,1
55094,icmp,1
48568,tcp,1
39876,tcp,1
24667,udp,1
12400,udp,1
43534,udp,1
62217,tcp,1
45725,tcp,1
33989,tcp,1
53202,icmp,1
9313,icmp,1
58749,tcp,1
35014,udp,1
20957,icmp,1
30046,icmp,1
50588,udp,1
61057,udp,1
64767,icmp,1
55666,icmp,1
28749,udp,1
4433,udp,1
10579,icmp,1
38100,icmp,1
10738,udp,1
13567,icmp,1
41494,udp,1
56458,icmp,1
41993,udp,1
3861,tcp,1
41626,icmp,1
33326,icmp,1
35593,udp,1
33948,tcp,1
1901,udp,1
28707,icmp,1
11443,tcp,1
33623,udp,1
62013,icmp,1
31393,icmp,1
3298,udp,1
29138,udp,1
17966,icmp,1
11416,tcp,1
21199,tcp,1
1837,icmp,1
43116,udp,1
65091,udp,1
15799,tcp,1
59626,udp,1
12361,tcp,1
57931,tcp,1
58253,udp,1
53862,tcp,1
14806,icmp,1
16605,udp,1
9628,tcp,1
60817,tcp,1
22174,icmp,1
63086,tcp,1
36025,icmp,1
34905,tcp,1
2440,icmp,1
44364,icmp,1
31183,tcp,1
9199,udp,1
38110,tcp,1
21123,udp,1
24334,tcp,1
43778,tcp,1
12667,tcp,1
32323,tcp,1
3427,tcp,1
53509,tcp,1
10721,icmp,1
20312,tcp,1
38808,icmp,1
41508,icmp,1
22965,tcp,1
44529,icmp,1
16816,icmp,1
24178,udp,1
38937,udp,1
13832,udp,1
19464,udp,1
21476,tcp,1
22261,tcp,1
12106,icmp,1
19329,tcp,1
63213,tcp,1
50253,icmp,1
893,tcp,1
50788,icmp,1
28831,icmp,1
37751,udp,1
54350,icmp,1
12934,udp,1
25218,udp,1
10264,udp,1
7536,tcp,1
37229,tcp,1
53348,icmp,1
52266,udp,1
34291,udp,1
29129,udp,1
44550,icmp,1
29464,icmp,1
38114,tcp,1
41552,icmp,1
31044,tcp,2
21275,icmp,1
2193,tcp,1
58018,udp,1
49086,udp,1
44039,udp,1
53160,icmp,1
63941,tcp,1
52330,udp,1
34982,udp,1
32336,udp,1
63633,tcp,1
30136,icmp,1
50609,udp,1
17487,icmp,1
35265,udp,1
64162,udp,1
8189,icmp,1
41426,udp,1
8169,icmp,1
65447,icmp,1
36118,tcp,1
56662,icmp,1
43359,icmp,1
21709,icmp,1
54777,udp,1
1431,icmp,1
18536,icmp,1
63401,tcp,1
40175,udp,1
24630,udp,1
19091,icmp,1
37481,icmp,1
41588,udp,1
16893,udp,1
51189,icmp,1
34488,udp,1
54740,udp,1
55107,tcp,1
18858,icmp,1
7038,icmp,1
6769,udp,1
26251,udp,1
34589,icmp,2
265,icmp,1
33613,icmp,1
52370,tcp,1
60873,udp,1
61776,tcp,1
33373,icmp,1
12132,udp,1
45855,tcp,1
50044,tcp,1
378,tcp,1
1200,tcp,1
9978,udp,2
42565,tcp,1
10818,udp,1
29292,icmp,1
1010,icmp,1
22850,icmp,1
12862,tcp,1
9241,udp,1
46334,udp,1
48118,udp,1
19632,udp,1
5432,udp,1
41130,tcp,1
17184,udp,1
17360,udp,1
45372,icmp,1
15543,udp,1
38103,udp,1
18860,tcp,1
54159,tcp,1
43981,icmp,1
16139,icmp,1
4262,udp,1
46266,tcp,1
65031,icmp,1
51577,icmp,1
56621,tcp,1
41974,tcp,1
24941,tcp,1
59678,udp,1
46554,udp,1
59624,tcp,1
19032,tcp,1
18308,tcp,1
52187,icmp,1
21684,tcp,1
22850,udp,1
4565,tcp,1
22635,udp,1
24593,udp,1
24529,icmp,1
53074,udp,1
7686,icmp,1
23327,tcp,1
53807,tcp,1
24903,icmp,1
31967,tcp,1
18938,udp,1
4345,tcp,1
34830,tcp,1
55316,icmp,1
35620,tcp,1
15535,icmp,1
41362,tcp,1
42514,udp,1
56591,tcp,1
49480,icmp,1
53944,tcp,1
43535,tcp,1
866,udp,1
1258,icmp,1
1560,tcp,1
30303,udp,1
59663,udp,1
20034,tcp,1
61849,udp,1
35753,tcp,1
30455,icmp,1
17616,tcp,1
29409,icmp,1
28278,tcp,1
14096,udp,1
55379,icmp,1
35198,udp,1
52696,icmp,1
26918,icmp,1
32619,tcp,1
50718,icmp,1
11870,icmp,1
55442,udp,1
32164,udp,1
62043,udp,1
21558,icmp,1
38371,tcp,1
15991,icmp,1
61639,tcp,1
61323,icmp,1
21544,tcp,1
33615,tcp,1
48431,udp,1
35543,tcp,1
26977,tcp,1
60755,udp,1
48641,icmp,1
45676,udp,1
11485,tcp,1
61904,udp,1
15398,icmp,1
51209,udp,1
30313,icmp,1
12825,icmp,1
53458,udp,1
53604,tcp,1
39733,udp,1
9470,icmp,1
23953,icmp,1
14324,tcp,1
28245,icmp,1
39781,tcp,1
31870,tcp,1
18163,icmp,1
52981,icmp,1
47491,icmp,1
25164,tcp,1
33092,icmp,1
31238,udp,1
10540,tcp,1
40466,udp,1
29187,icmp,1
2212,udp,1
45649,icmp,1
29566,udp,1
34617,icmp,1
55999,tcp,1
49999,udp,1
58017,udp,1
22208,icmp,1
25323,tcp,1
61049,icmp,1
45549,udp,1
13017,udp,1
26277,icmp,1
62976,icmp,1
13142,tcp,1
14086,udp,1
33453,udp,1
38215,udp,1
50796,icmp,1
23494,icmp,1
27925,tcp,1
12895,udp,1
13989,tcp,1
29515,icmp,1
60913,icmp,1
31017,icmp,1
43302,tcp,1
53647,udp,1
6963,tcp,1
43052,tcp,1
24169,tcp,1
62819,udp,1
3886,icmp,1
25665,icmp,1
23581,udp,1
700,tcp,1
59943,udp,1
38263,icmp,1
46513,icmp,1
6889,icmp,1
755,tcp,1
7001,udp,1
48199,icmp,1
50840,icmp,1
17911,udp,1
48199,udp,1
37362,icmp,1
41381,udp,1
12159,tcp,1
51709,tcp,1
11720,udp,1
35078,tcp,1
49647,tcp,1
57051,tcp,1
22088,tcp,1
25759,tcp,1
59061,udp,1
61706,icmp,1
23798,tcp,1
61232,icmp,1
27874,icmp,1
19591,tcp,1
43721,udp,1
36547,udp,1
60466,udp,1
49321,icmp,1
49177,udp,1
55630,udp,1
64803,tcp,1
50319,udp,1
21955,udp,1
1847,udp,1
27881,udp,1
62452,udp,1
7613,tcp,1
8712,tcp,1
34612,udp,1
51771,tcp,1
27045,tcp,1
18019,icmp,1
57344,udp,1
65513,udp,1
825,udp,1
3067,icmp,1
14876,udp,1
56526,udp,1
48014,udp,1
62658,icmp,1
12026,udp,1
35763,udp,1
37888,tcp,1
46317,udp,1
62710,tcp,1
22227,tcp,1
11583,tcp,1
61735,udp,1
13821,tcp,1
50607,tcp,1
62599,icmp,1
41314,udp,1
4435,icmp,1
44164,udp,1
54230,tcp,1
54265,tcp,1
33383,udp,1
12779,icmp,1
51041,tcp,1
20635,tcp,1
57808,tcp,1
57014,icmp,1
33836,icmp,1
47908,icmp,1
36364,udp,1
43823,udp,1
14346,icmp,1
16447,udp,1
61612,udp,1
12045,icmp,1
11320,icmp,1
21605,udp,1
1413,icmp,1
20282,icmp,1
37039,tcp,1
21134,icmp,1
28350,tcp,1
19557,udp,1
53466,icmp,1
27503,udp,1
15780,udp,1
27894,icmp,1
17170,tcp,1
38070,udp,1
15550,tcp,1
29111,icmp,1
14520,tcp,1
20545,icmp,1
16288,tcp,1
22625,tcp,1
65083,tcp,1
49912,udp,1
45508,tcp,1
52654,udp,1
35450,tcp,1
43256,tcp,1
56246,icmp,1
24616,tcp,1
30595,tcp,1
48069,udp,1
20865,icmp,1
55670,udp,1
20838,tcp,1
9911,tcp,1
14180,udp,1
47168,tcp,1
55159,icmp,1
57655,udp,1
17491,udp,1
30216,udp,1
45903,tcp,1
63449,icmp,1
27628,udp,1
52265,icmp,1
63334,icmp,1
32808,tcp,1
24693,tcp,1
64295,icmp,1
5615,tcp,1
42647,tcp,1
44146,tcp,2
43987,tcp,1
26292,udp,1
37549,icmp,1
62270,udp,1
37967,icmp,1
3479,icmp,1
21351,tcp,1
35322,udp,1
19489,udp,1
46885,udp,1
64602,icmp,1
62408,tcp,1
33229,tcp,1
46322,icmp,1
22468,udp,1
45041,tcp,1
13475,tcp,1
17729,icmp,1
15229,udp,1
10752,tcp,1
63931,tcp,1
11221,udp,1
64376,tcp,1
57989,udp,1
61080,udp,1
13388,icmp,1
17670,udp,1
18155,icmp,1
12127,udp,1
45007,tcp,1
33773,tcp,1
64495,tcp,1
35819,icmp,1
1992,udp,1
16477,tcp,1
725,icmp,1
5547,udp,1
3788,tcp,1
52365,tcp,1
43514,tcp,1
14991,udp,1
33186,tcp,1
15868,icmp,1
59477,udp,1
5363,icmp,1
55184,icmp,1
61848,icmp,1
24643,udp,1
48745,icmp,1
37685,tcp,1
27934,tcp,1
33648,tcp,1
13922,icmp,1
8421,tcp,1
60365,tcp,1
52172,icmp,1
12150,udp,1
32940,icmp,1
1634,udp,1
34661,tcp,1
29120,tcp,1
549,udp,1
29228,tcp,1
60932,tcp,1
23507,tcp,1
36573,udp,1
45494,tcp,1
7237,tcp,1
9403,icmp,1
64234,udp,1
35471,tcp,1
25534,icmp,1
39594,tcp,1
55408,udp,1
53100,icmp,1
42604,udp,1
1501,udp,1
35189,udp,1
37115,icmp,1
42197,tcp,1
17052,tcp,1
17355,icmp,2
17820,udp,1
64361,udp,1
42379,tcp,1
16381,udp,1
2417,icmp,1
36056,icmp,1
58438,udp,1
30568,udp,1
64789,tcp,1
9855,tcp,1
